City,Date,Card Type,Exp Type,Gender,Amount,Date_as_int,Year,Month,Country
Ahmedabad,2014-01-07,Gold,Food,M,263785,20140107,2014,Jan,India
Greater Mumbai,2014-03-03,Signature,Food,F,149618,20140303,2014,Mar,India
Greater Mumbai,2015-02-20,Silver,Bills,M,229431,20150220,2015,Feb,India
Bengaluru,2014-02-27,Platinum,Grocery,M,148330,20140227,2014,Feb,India
Bengaluru,2014-04-15,Silver,Entertainment,M,249348,20140415,2014,Apr,India
Greater Mumbai,2014-05-06,Gold,Bills,M,169990,20140506,2014,May,India
Bengaluru,2014-09-30,Silver,Entertainment,M,109721,20140930,2014,Sep,India
Bengaluru,2014-09-14,Silver,Food,M,206115,20140914,2014,Sep,India
Ahmedabad,2015-03-25,Signature,Entertainment,M,115117,20150325,2015,Mar,India
Ahmedabad,2014-04-02,Platinum,Grocery,M,182098,20140402,2014,Apr,India
Greater Mumbai,2015-01-09,Gold,Fuel,M,292654,20150109,2015,Jan,India
Delhi,2014-03-20,Platinum,Food,M,99446,20140320,2014,Mar,India
Bengaluru,2014-10-10,Signature,Fuel,F,209564,20141010,2014,Oct,India
Delhi,2013-10-29,Signature,Bills,F,48176,20131029,2013,Oct,India
Greater Mumbai,2013-11-28,Platinum,Grocery,F,133180,20131128,2013,Nov,India
Greater Mumbai,2014-04-23,Platinum,Entertainment,M,46361,20140423,2014,Apr,India
Ahmedabad,2015-01-30,Silver,Grocery,F,94948,20150130,2015,Jan,India
Ahmedabad,2015-01-11,Signature,Food,M,39908,20150111,2015,Jan,India
Ahmedabad,2015-01-13,Platinum,Entertainment,M,37350,20150113,2015,Jan,India
Bengaluru,2014-12-02,Gold,Grocery,F,165928,20141202,2014,Dec,India
Delhi,2014-11-27,Silver,Grocery,F,125764,20141127,2014,Nov,India
Delhi,2013-10-25,Silver,Entertainment,M,233984,20131025,2013,Oct,India
Greater Mumbai,2013-12-23,Platinum,Entertainment,M,264802,20131223,2013,Dec,India
Bengaluru,2014-05-21,Silver,Fuel,F,140221,20140521,2014,May,India
Delhi,2014-01-18,Silver,Entertainment,M,293272,20140118,2014,Jan,India
Greater Mumbai,2014-07-26,Silver,Entertainment,M,179924,20140726,2014,Jul,India
Greater Mumbai,2014-12-21,Platinum,Food,M,152109,20141221,2014,Dec,India
Greater Mumbai,2014-03-11,Gold,Food,F,294381,20140311,2014,Mar,India
Greater Mumbai,2014-07-23,Silver,Fuel,M,110778,20140723,2014,Jul,India
Delhi,2015-04-04,Gold,Fuel,M,152157,20150404,2015,Apr,India
Greater Mumbai,2014-02-07,Silver,Food,M,182214,20140207,2014,Feb,India
Greater Mumbai,2014-07-06,Gold,Entertainment,M,108199,20140706,2014,Jul,India
Greater Mumbai,2013-11-05,Signature,Food,M,288390,20131105,2013,Nov,India
Ahmedabad,2015-04-27,Gold,Grocery,F,118176,20150427,2015,Apr,India
Delhi,2014-03-23,Silver,Food,M,204604,20140323,2014,Mar,India
Delhi,2013-12-06,Signature,Grocery,M,239209,20131206,2013,Dec,India
Ahmedabad,2015-01-29,Platinum,Bills,M,226908,20150129,2015,Jan,India
Delhi,2014-06-06,Platinum,Food,F,89742,20140606,2014,Jun,India
Bengaluru,2014-04-11,Signature,Entertainment,F,2469,20140411,2014,Apr,India
Ahmedabad,2013-12-24,Gold,Food,F,298250,20131224,2013,Dec,India
Delhi,2015-02-10,Platinum,Bills,M,143828,20150210,2015,Feb,India
Ahmedabad,2014-02-18,Platinum,Grocery,M,21337,20140218,2014,Feb,India
Bengaluru,2014-10-16,Signature,Entertainment,M,44937,20141016,2014,Oct,India
Greater Mumbai,2014-02-09,Silver,Bills,M,205380,20140209,2014,Feb,India
Ahmedabad,2014-05-21,Gold,Food,F,14277,20140521,2014,May,India
Greater Mumbai,2014-11-05,Gold,Bills,M,226017,20141105,2014,Nov,India
Delhi,2013-10-14,Signature,Bills,F,290065,20131014,2013,Oct,India
Ahmedabad,2015-03-30,Platinum,Grocery,M,93015,20150330,2015,Mar,India
Greater Mumbai,2014-09-03,Gold,Entertainment,F,133234,20140903,2014,Sep,India
Delhi,2014-10-24,Silver,Fuel,F,31694,20141024,2014,Oct,India
Delhi,2013-10-08,Signature,Bills,F,117144,20131008,2013,Oct,India
Bengaluru,2014-03-24,Signature,Entertainment,M,214433,20140324,2014,Mar,India
Ahmedabad,2014-03-04,Silver,Bills,F,250085,20140304,2014,Mar,India
Ahmedabad,2013-12-01,Signature,Food,F,237938,20131201,2013,Dec,India
Greater Mumbai,2014-08-18,Gold,Bills,M,169137,20140818,2014,Aug,India
Bengaluru,2014-04-20,Platinum,Fuel,M,27278,20140420,2014,Apr,India
Delhi,2013-11-07,Platinum,Bills,M,156518,20131107,2013,Nov,India
Greater Mumbai,2014-12-02,Silver,Food,F,184570,20141202,2014,Dec,India
Greater Mumbai,2014-05-14,Signature,Bills,M,207000,20140514,2014,May,India
Bengaluru,2014-07-16,Gold,Entertainment,F,106923,20140716,2014,Jul,India
Bengaluru,2015-02-04,Silver,Food,M,139427,20150204,2015,Feb,India
Delhi,2014-01-05,Signature,Grocery,M,274026,20140105,2014,Jan,India
Bengaluru,2014-04-07,Platinum,Fuel,M,105993,20140407,2014,Apr,India
Delhi,2014-02-09,Platinum,Bills,F,121012,20140209,2014,Feb,India
Greater Mumbai,2015-01-22,Signature,Bills,M,14334,20150122,2015,Jan,India
Bengaluru,2014-12-16,Platinum,Bills,F,286820,20141216,2014,Dec,India
Ahmedabad,2014-09-28,Signature,Grocery,M,231234,20140928,2014,Sep,India
Delhi,2013-12-26,Signature,Food,F,80059,20131226,2013,Dec,India
Greater Mumbai,2014-02-27,Gold,Fuel,F,16604,20140227,2014,Feb,India
Greater Mumbai,2015-02-26,Platinum,Food,M,219062,20150226,2015,Feb,India
Ahmedabad,2014-09-28,Silver,Food,M,18215,20140928,2014,Sep,India
Bengaluru,2015-03-14,Silver,Food,F,265386,20150314,2015,Mar,India
Ahmedabad,2014-05-05,Silver,Food,M,142417,20140505,2014,May,India
Ahmedabad,2014-08-24,Signature,Food,F,167931,20140824,2014,Aug,India
Bengaluru,2013-10-25,Gold,Grocery,F,271783,20131025,2013,Oct,India
Bengaluru,2015-01-14,Gold,Food,M,99507,20150114,2015,Jan,India
Delhi,2015-03-23,Platinum,Entertainment,M,231213,20150323,2015,Mar,India
Bengaluru,2014-06-26,Silver,Bills,F,188504,20140626,2014,Jun,India
Greater Mumbai,2015-04-21,Platinum,Bills,F,183125,20150421,2015,Apr,India
Delhi,2013-12-18,Silver,Grocery,F,146001,20131218,2013,Dec,India
Ahmedabad,2014-07-09,Silver,Grocery,M,258089,20140709,2014,Jul,India
Greater Mumbai,2013-11-03,Platinum,Entertainment,M,83076,20131103,2013,Nov,India
Delhi,2014-11-29,Silver,Food,M,151476,20141129,2014,Nov,India
Bengaluru,2015-01-23,Platinum,Food,M,173769,20150123,2015,Jan,India
Greater Mumbai,2014-10-10,Gold,Bills,F,104397,20141010,2014,Oct,India
Delhi,2014-04-22,Silver,Bills,M,156269,20140422,2014,Apr,India
Bengaluru,2015-04-14,Signature,Entertainment,M,257298,20150414,2015,Apr,India
Ahmedabad,2014-10-11,Gold,Grocery,M,218367,20141011,2014,Oct,India
Delhi,2014-12-16,Signature,Fuel,M,147691,20141216,2014,Dec,India
Delhi,2014-06-27,Gold,Food,M,262967,20140627,2014,Jun,India
Bengaluru,2014-05-03,Gold,Bills,F,51737,20140503,2014,May,India
Greater Mumbai,2014-08-17,Silver,Grocery,F,262366,20140817,2014,Aug,India
Bengaluru,2013-10-12,Silver,Fuel,M,260855,20131012,2013,Oct,India
Delhi,2015-02-22,Platinum,Bills,M,263045,20150222,2015,Feb,India
Greater Mumbai,2014-05-29,Gold,Fuel,M,126328,20140529,2014,May,India
Delhi,2014-04-23,Gold,Fuel,F,6513,20140423,2014,Apr,India
Bengaluru,2015-05-19,Silver,Food,M,165868,20150519,2015,May,India
Delhi,2014-08-03,Signature,Grocery,F,83353,20140803,2014,Aug,India
Greater Mumbai,2014-04-30,Gold,Bills,F,1056,20140430,2014,Apr,India
Ahmedabad,2014-01-31,Gold,Food,M,270988,20140131,2014,Jan,India
Ahmedabad,2014-05-03,Signature,Bills,M,38040,20140503,2014,May,India
Delhi,2014-11-24,Silver,Fuel,M,16049,20141124,2014,Nov,India
Ahmedabad,2013-12-20,Signature,Food,M,100310,20131220,2013,Dec,India
Ahmedabad,2013-12-31,Platinum,Fuel,F,227672,20131231,2013,Dec,India
Delhi,2015-05-14,Platinum,Entertainment,F,158767,20150514,2015,May,India
Delhi,2014-10-16,Signature,Fuel,M,288390,20141016,2014,Oct,India
Bengaluru,2014-11-06,Gold,Food,M,74125,20141106,2014,Nov,India
Ahmedabad,2014-06-01,Signature,Bills,M,36240,20140601,2014,Jun,India
Delhi,2015-05-09,Signature,Entertainment,F,119126,20150509,2015,May,India
Delhi,2014-04-12,Silver,Entertainment,M,84161,20140412,2014,Apr,India
Bengaluru,2014-09-02,Signature,Entertainment,F,94093,20140902,2014,Sep,India
Bengaluru,2014-04-12,Signature,Bills,F,84189,20140412,2014,Apr,India
Bengaluru,2015-04-18,Gold,Entertainment,M,156016,20150418,2015,Apr,India
Ahmedabad,2013-11-03,Gold,Grocery,F,178941,20131103,2013,Nov,India
Ahmedabad,2014-04-09,Platinum,Food,F,138852,20140409,2014,Apr,India
Greater Mumbai,2014-11-26,Gold,Entertainment,F,167149,20141126,2014,Nov,India
Delhi,2013-12-31,Silver,Bills,F,31202,20131231,2013,Dec,India
Greater Mumbai,2014-07-11,Gold,Fuel,F,177232,20140711,2014,Jul,India
Ahmedabad,2015-02-24,Gold,Fuel,F,93822,20150224,2015,Feb,India
Greater Mumbai,2013-10-29,Platinum,Grocery,M,124882,20131029,2013,Oct,India
Delhi,2014-12-21,Gold,Bills,F,59689,20141221,2014,Dec,India
Delhi,2014-07-02,Signature,Fuel,M,84127,20140702,2014,Jul,India
Ahmedabad,2014-03-01,Gold,Entertainment,F,211532,20140301,2014,Mar,India
Delhi,2014-12-21,Silver,Grocery,M,189659,20141221,2014,Dec,India
Greater Mumbai,2015-04-17,Silver,Fuel,M,119541,20150417,2015,Apr,India
Bengaluru,2014-01-07,Silver,Grocery,F,103709,20140107,2014,Jan,India
Ahmedabad,2014-10-22,Platinum,Grocery,F,178746,20141022,2014,Oct,India
Ahmedabad,2014-05-16,Gold,Fuel,F,111732,20140516,2014,May,India
Ahmedabad,2014-03-12,Silver,Grocery,F,261416,20140312,2014,Mar,India
Greater Mumbai,2014-11-08,Signature,Entertainment,M,165775,20141108,2014,Nov,India
Bengaluru,2014-09-19,Signature,Grocery,M,241039,20140919,2014,Sep,India
Delhi,2014-04-15,Silver,Bills,F,4467,20140415,2014,Apr,India
Ahmedabad,2013-12-14,Silver,Fuel,M,183722,20131214,2013,Dec,India
Bengaluru,2014-02-27,Signature,Grocery,M,132275,20140227,2014,Feb,India
Delhi,2014-02-06,Platinum,Bills,M,162517,20140206,2014,Feb,India
Bengaluru,2014-10-28,Platinum,Grocery,F,200238,20141028,2014,Oct,India
Ahmedabad,2014-08-08,Signature,Grocery,M,181311,20140808,2014,Aug,India
Ahmedabad,2014-03-24,Platinum,Entertainment,F,167964,20140324,2014,Mar,India
Ahmedabad,2014-11-26,Gold,Bills,F,24893,20141126,2014,Nov,India
Delhi,2015-02-15,Signature,Fuel,M,35233,20150215,2015,Feb,India
Greater Mumbai,2014-10-22,Platinum,Entertainment,M,79097,20141022,2014,Oct,India
Bengaluru,2015-03-23,Silver,Entertainment,M,274120,20150323,2015,Mar,India
Bengaluru,2014-02-15,Signature,Grocery,F,169003,20140215,2014,Feb,India
Delhi,2014-04-12,Silver,Bills,F,204842,20140412,2014,Apr,India
Delhi,2015-02-18,Gold,Food,M,69712,20150218,2015,Feb,India
Greater Mumbai,2015-01-29,Platinum,Entertainment,F,54937,20150129,2015,Jan,India
Delhi,2014-02-01,Silver,Fuel,F,263493,20140201,2014,Feb,India
Bengaluru,2014-10-31,Gold,Fuel,M,56533,20141031,2014,Oct,India
Bengaluru,2014-04-02,Gold,Food,M,268451,20140402,2014,Apr,India
Ahmedabad,2014-04-25,Signature,Food,F,88575,20140425,2014,Apr,India
Bengaluru,2014-12-17,Silver,Entertainment,M,164258,20141217,2014,Dec,India
Delhi,2015-02-24,Silver,Food,M,15121,20150224,2015,Feb,India
Delhi,2015-04-25,Signature,Bills,F,244345,20150425,2015,Apr,India
Greater Mumbai,2014-07-06,Signature,Grocery,F,179801,20140706,2014,Jul,India
Bengaluru,2014-01-31,Gold,Entertainment,F,254756,20140131,2014,Jan,India
Ahmedabad,2014-04-22,Silver,Food,F,38016,20140422,2014,Apr,India
Delhi,2014-04-14,Gold,Food,M,22473,20140414,2014,Apr,India
Greater Mumbai,2014-07-23,Signature,Entertainment,F,263260,20140723,2014,Jul,India
Greater Mumbai,2013-11-05,Gold,Bills,M,15314,20131105,2013,Nov,India
Delhi,2014-05-15,Silver,Entertainment,F,242764,20140515,2014,May,India
Bengaluru,2013-12-02,Silver,Entertainment,F,1074,20131202,2013,Dec,India
Greater Mumbai,2013-12-25,Silver,Entertainment,F,299602,20131225,2013,Dec,India
Ahmedabad,2015-03-11,Platinum,Fuel,M,131136,20150311,2015,Mar,India
Delhi,2015-03-01,Signature,Grocery,M,237429,20150301,2015,Mar,India
Ahmedabad,2014-05-25,Signature,Bills,F,189227,20140525,2014,May,India
Bengaluru,2014-03-23,Silver,Entertainment,M,285600,20140323,2014,Mar,India
Delhi,2014-03-11,Signature,Grocery,M,184864,20140311,2014,Mar,India
Ahmedabad,2014-09-03,Signature,Bills,F,169870,20140903,2014,Sep,India
Ahmedabad,2014-09-15,Platinum,Food,M,43023,20140915,2014,Sep,India
Ahmedabad,2015-04-07,Signature,Bills,M,112875,20150407,2015,Apr,India
Ahmedabad,2015-01-28,Gold,Fuel,F,259750,20150128,2015,Jan,India
Greater Mumbai,2014-04-23,Silver,Fuel,M,193861,20140423,2014,Apr,India
Delhi,2015-05-16,Platinum,Bills,F,130026,20150516,2015,May,India
Delhi,2014-05-10,Gold,Fuel,M,126162,20140510,2014,May,India
Delhi,2014-10-23,Silver,Fuel,F,106499,20141023,2014,Oct,India
Bengaluru,2014-10-17,Signature,Entertainment,F,240451,20141017,2014,Oct,India
Bengaluru,2014-09-29,Signature,Bills,M,25009,20140929,2014,Sep,India
Delhi,2014-02-05,Gold,Food,F,35383,20140205,2014,Feb,India
Ahmedabad,2014-09-23,Silver,Bills,F,260429,20140923,2014,Sep,India
Bengaluru,2014-04-29,Silver,Food,M,260176,20140429,2014,Apr,India
Bengaluru,2014-03-23,Platinum,Food,F,259357,20140323,2014,Mar,India
Delhi,2014-06-26,Gold,Entertainment,F,61646,20140626,2014,Jun,India
Delhi,2014-12-21,Platinum,Food,F,231143,20141221,2014,Dec,India
Ahmedabad,2014-01-22,Silver,Fuel,M,199098,20140122,2014,Jan,India
Bengaluru,2014-08-15,Platinum,Fuel,F,29472,20140815,2014,Aug,India
Delhi,2014-03-26,Signature,Grocery,F,288615,20140326,2014,Mar,India
Ahmedabad,2014-10-11,Silver,Fuel,M,47164,20141011,2014,Oct,India
Delhi,2014-01-20,Signature,Entertainment,M,94777,20140120,2014,Jan,India
Bengaluru,2014-04-04,Gold,Food,M,270008,20140404,2014,Apr,India
Greater Mumbai,2013-10-15,Platinum,Bills,M,229198,20131015,2013,Oct,India
Ahmedabad,2014-01-13,Platinum,Bills,M,59010,20140113,2014,Jan,India
Bengaluru,2014-05-20,Silver,Fuel,F,192017,20140520,2014,May,India
Ahmedabad,2014-03-06,Gold,Food,M,106653,20140306,2014,Mar,India
Greater Mumbai,2013-11-26,Signature,Food,M,28996,20131126,2013,Nov,India
Greater Mumbai,2014-07-26,Platinum,Food,F,184279,20140726,2014,Jul,India
Greater Mumbai,2015-05-26,Signature,Entertainment,F,28616,20150526,2015,May,India
Ahmedabad,2014-03-30,Signature,Entertainment,M,247876,20140330,2014,Mar,India
Bengaluru,2014-06-22,Signature,Entertainment,F,283678,20140622,2014,Jun,India
Greater Mumbai,2014-10-27,Platinum,Food,M,297657,20141027,2014,Oct,India
Ahmedabad,2015-03-21,Platinum,Food,F,125570,20150321,2015,Mar,India
Greater Mumbai,2013-11-26,Platinum,Bills,F,251563,20131126,2013,Nov,India
Greater Mumbai,2014-08-30,Gold,Fuel,M,104840,20140830,2014,Aug,India
Ahmedabad,2013-11-23,Platinum,Bills,M,202135,20131123,2013,Nov,India
Delhi,2014-11-22,Signature,Food,F,77711,20141122,2014,Nov,India
Delhi,2014-12-30,Gold,Bills,F,14863,20141230,2014,Dec,India
Greater Mumbai,2014-12-13,Silver,Grocery,M,288098,20141213,2014,Dec,India
Bengaluru,2014-08-20,Silver,Food,M,94600,20140820,2014,Aug,India
Greater Mumbai,2013-10-06,Silver,Entertainment,M,223491,20131006,2013,Oct,India
Bengaluru,2015-03-26,Silver,Food,M,204546,20150326,2015,Mar,India
Bengaluru,2014-02-05,Gold,Fuel,M,71739,20140205,2014,Feb,India
Bengaluru,2014-02-09,Gold,Food,F,236393,20140209,2014,Feb,India
Greater Mumbai,2015-03-23,Gold,Entertainment,F,148784,20150323,2015,Mar,India
Bengaluru,2015-03-15,Gold,Food,M,50734,20150315,2015,Mar,India
Bengaluru,2015-02-28,Gold,Bills,M,154059,20150228,2015,Feb,India
Delhi,2015-02-21,Gold,Bills,M,26140,20150221,2015,Feb,India
Bengaluru,2015-02-01,Gold,Bills,M,70524,20150201,2015,Feb,India
Bengaluru,2015-04-03,Platinum,Fuel,M,86861,20150403,2015,Apr,India
Greater Mumbai,2015-05-16,Signature,Entertainment,M,142768,20150516,2015,May,India
Ahmedabad,2014-08-30,Silver,Fuel,F,2927,20140830,2014,Aug,India
Ahmedabad,2014-08-04,Silver,Grocery,F,86445,20140804,2014,Aug,India
Bengaluru,2015-04-11,Signature,Fuel,M,127105,20150411,2015,Apr,India
Ahmedabad,2015-02-19,Platinum,Grocery,F,288609,20150219,2015,Feb,India
Bengaluru,2014-01-20,Silver,Food,M,57826,20140120,2014,Jan,India
Delhi,2014-03-07,Platinum,Bills,F,179306,20140307,2014,Mar,India
Greater Mumbai,2015-03-10,Silver,Bills,F,223918,20150310,2015,Mar,India
Greater Mumbai,2014-05-09,Platinum,Fuel,F,260232,20140509,2014,May,India
Greater Mumbai,2015-02-17,Signature,Entertainment,F,272727,20150217,2015,Feb,India
Delhi,2013-10-09,Silver,Entertainment,F,70818,20131009,2013,Oct,India
Delhi,2014-07-29,Platinum,Fuel,F,69598,20140729,2014,Jul,India
Greater Mumbai,2015-05-07,Silver,Fuel,F,47031,20150507,2015,May,India
Delhi,2015-03-24,Gold,Bills,M,225544,20150324,2015,Mar,India
Greater Mumbai,2014-04-15,Signature,Food,M,119945,20140415,2014,Apr,India
Greater Mumbai,2014-01-31,Signature,Fuel,M,268683,20140131,2014,Jan,India
Delhi,2014-12-29,Silver,Bills,M,1921,20141229,2014,Dec,India
Ahmedabad,2014-06-25,Silver,Fuel,F,200435,20140625,2014,Jun,India
Ahmedabad,2015-02-12,Gold,Fuel,F,1038,20150212,2015,Feb,India
Greater Mumbai,2015-05-11,Platinum,Food,M,221277,20150511,2015,May,India
Delhi,2014-05-07,Signature,Entertainment,M,279437,20140507,2014,May,India
Greater Mumbai,2014-11-03,Silver,Fuel,M,294413,20141103,2014,Nov,India
Delhi,2014-01-22,Signature,Entertainment,M,134130,20140122,2014,Jan,India
Greater Mumbai,2015-02-04,Platinum,Grocery,M,59330,20150204,2015,Feb,India
Greater Mumbai,2014-09-02,Silver,Entertainment,M,77510,20140902,2014,Sep,India
Bengaluru,2013-10-05,Gold,Entertainment,M,264301,20131005,2013,Oct,India
Bengaluru,2015-05-11,Gold,Entertainment,F,124384,20150511,2015,May,India
Delhi,2014-03-12,Gold,Fuel,F,176366,20140312,2014,Mar,India
Delhi,2014-10-30,Signature,Fuel,F,158155,20141030,2014,Oct,India
Ahmedabad,2015-01-09,Gold,Fuel,F,295383,20150109,2015,Jan,India
Delhi,2014-06-04,Platinum,Fuel,M,235046,20140604,2014,Jun,India
Greater Mumbai,2014-12-19,Silver,Fuel,F,63304,20141219,2014,Dec,India
Ahmedabad,2015-03-15,Silver,Food,M,80962,20150315,2015,Mar,India
Delhi,2014-02-20,Silver,Food,M,98978,20140220,2014,Feb,India
Bengaluru,2014-06-12,Platinum,Entertainment,M,74176,20140612,2014,Jun,India
Ahmedabad,2014-03-22,Silver,Entertainment,F,122419,20140322,2014,Mar,India
Bengaluru,2015-05-15,Gold,Fuel,F,294497,20150515,2015,May,India
Ahmedabad,2014-02-20,Gold,Bills,M,24108,20140220,2014,Feb,India
Ahmedabad,2015-01-12,Silver,Grocery,F,135275,20150112,2015,Jan,India
Greater Mumbai,2015-03-11,Silver,Entertainment,F,267109,20150311,2015,Mar,India
Greater Mumbai,2014-12-28,Silver,Food,M,213380,20141228,2014,Dec,India
Greater Mumbai,2015-03-25,Signature,Grocery,F,56677,20150325,2015,Mar,India
Greater Mumbai,2014-10-11,Silver,Entertainment,M,148897,20141011,2014,Oct,India
Bengaluru,2014-05-01,Silver,Grocery,M,7076,20140501,2014,May,India
Ahmedabad,2015-03-29,Gold,Bills,M,215477,20150329,2015,Mar,India
Greater Mumbai,2015-03-09,Silver,Fuel,F,163670,20150309,2015,Mar,India
Delhi,2014-10-23,Platinum,Grocery,F,21699,20141023,2014,Oct,India
Ahmedabad,2013-12-21,Signature,Food,M,131453,20131221,2013,Dec,India
Delhi,2014-11-08,Signature,Grocery,F,206680,20141108,2014,Nov,India
Ahmedabad,2013-12-17,Signature,Grocery,F,11689,20131217,2013,Dec,India
Greater Mumbai,2014-02-12,Platinum,Food,F,63166,20140212,2014,Feb,India
Bengaluru,2014-12-18,Platinum,Bills,M,46238,20141218,2014,Dec,India
Bengaluru,2015-05-04,Platinum,Entertainment,F,107596,20150504,2015,May,India
Bengaluru,2015-02-06,Gold,Fuel,F,173517,20150206,2015,Feb,India
Ahmedabad,2013-12-11,Signature,Grocery,F,227745,20131211,2013,Dec,India
Delhi,2013-12-26,Platinum,Fuel,M,32960,20131226,2013,Dec,India
Ahmedabad,2015-03-10,Signature,Grocery,M,232224,20150310,2015,Mar,India
Bengaluru,2014-05-10,Silver,Bills,M,70587,20140510,2014,May,India
Bengaluru,2014-05-18,Gold,Bills,F,66180,20140518,2014,May,India
Ahmedabad,2013-11-24,Platinum,Bills,M,242557,20131124,2013,Nov,India
Ahmedabad,2013-10-23,Silver,Food,F,259535,20131023,2013,Oct,India
Bengaluru,2014-06-25,Silver,Food,M,77264,20140625,2014,Jun,India
Delhi,2014-08-25,Silver,Entertainment,M,148690,20140825,2014,Aug,India
Ahmedabad,2014-01-12,Gold,Entertainment,M,229828,20140112,2014,Jan,India
Delhi,2014-12-09,Signature,Food,M,164737,20141209,2014,Dec,India
Greater Mumbai,2014-12-08,Platinum,Grocery,M,190142,20141208,2014,Dec,India
Bengaluru,2013-12-28,Gold,Food,M,287542,20131228,2013,Dec,India
Greater Mumbai,2014-06-08,Signature,Bills,M,137778,20140608,2014,Jun,India
Delhi,2014-05-10,Gold,Entertainment,M,143158,20140510,2014,May,India
Greater Mumbai,2014-01-05,Signature,Bills,F,49523,20140105,2014,Jan,India
Ahmedabad,2015-04-28,Platinum,Bills,M,114982,20150428,2015,Apr,India
Bengaluru,2015-03-17,Signature,Entertainment,M,179755,20150317,2015,Mar,India
Ahmedabad,2013-12-01,Platinum,Bills,F,190943,20131201,2013,Dec,India
Bengaluru,2014-08-02,Platinum,Grocery,F,133270,20140802,2014,Aug,India
Bengaluru,2015-05-17,Platinum,Grocery,F,278444,20150517,2015,May,India
Bengaluru,2014-05-04,Silver,Entertainment,F,76216,20140504,2014,May,India
Greater Mumbai,2014-02-16,Signature,Fuel,F,82924,20140216,2014,Feb,India
Bengaluru,2014-04-28,Gold,Bills,F,79125,20140428,2014,Apr,India
Greater Mumbai,2014-03-15,Signature,Entertainment,F,245169,20140315,2014,Mar,India
Delhi,2014-07-24,Silver,Bills,F,205940,20140724,2014,Jul,India
Ahmedabad,2014-02-07,Platinum,Food,F,104816,20140207,2014,Feb,India
Ahmedabad,2014-05-12,Platinum,Entertainment,F,7460,20140512,2014,May,India
Bengaluru,2015-03-28,Gold,Food,M,75859,20150328,2015,Mar,India
Delhi,2014-12-16,Gold,Bills,F,88457,20141216,2014,Dec,India
Ahmedabad,2015-05-15,Silver,Grocery,F,98814,20150515,2015,May,India
Ahmedabad,2015-04-24,Platinum,Bills,F,91320,20150424,2015,Apr,India
Ahmedabad,2015-01-07,Platinum,Grocery,F,121503,20150107,2015,Jan,India
Greater Mumbai,2014-12-16,Platinum,Food,M,119817,20141216,2014,Dec,India
Delhi,2014-08-26,Signature,Bills,F,49676,20140826,2014,Aug,India
Ahmedabad,2013-12-16,Silver,Fuel,M,60266,20131216,2013,Dec,India
Ahmedabad,2014-03-03,Silver,Grocery,M,252859,20140303,2014,Mar,India
Delhi,2013-11-05,Gold,Entertainment,M,135165,20131105,2013,Nov,India
Bengaluru,2015-04-24,Platinum,Entertainment,F,176742,20150424,2015,Apr,India
Delhi,2014-05-31,Silver,Fuel,M,70308,20140531,2014,May,India
Ahmedabad,2014-03-01,Silver,Entertainment,F,67253,20140301,2014,Mar,India
Greater Mumbai,2014-10-15,Platinum,Entertainment,M,123744,20141015,2014,Oct,India
Greater Mumbai,2014-04-26,Gold,Fuel,M,216295,20140426,2014,Apr,India
Bengaluru,2014-11-07,Gold,Grocery,F,299920,20141107,2014,Nov,India
Greater Mumbai,2014-09-26,Signature,Entertainment,M,208640,20140926,2014,Sep,India
Bengaluru,2014-03-09,Gold,Food,F,169681,20140309,2014,Mar,India
Ahmedabad,2013-11-05,Platinum,Entertainment,F,244384,20131105,2013,Nov,India
Ahmedabad,2014-08-15,Silver,Grocery,M,256534,20140815,2014,Aug,India
Bengaluru,2014-12-26,Platinum,Fuel,F,230798,20141226,2014,Dec,India
Greater Mumbai,2014-10-18,Gold,Food,F,216961,20141018,2014,Oct,India
Greater Mumbai,2014-03-10,Silver,Grocery,F,86778,20140310,2014,Mar,India
Greater Mumbai,2014-03-24,Signature,Bills,F,168061,20140324,2014,Mar,India
Greater Mumbai,2014-09-18,Gold,Entertainment,M,225892,20140918,2014,Sep,India
Delhi,2013-10-31,Gold,Grocery,F,166138,20131031,2013,Oct,India
Greater Mumbai,2014-10-06,Signature,Food,M,76550,20141006,2014,Oct,India
Delhi,2014-10-10,Gold,Food,M,26285,20141010,2014,Oct,India
Delhi,2014-04-22,Silver,Grocery,F,130604,20140422,2014,Apr,India
Ahmedabad,2013-11-06,Gold,Food,M,151934,20131106,2013,Nov,India
Bengaluru,2015-01-11,Platinum,Food,M,119832,20150111,2015,Jan,India
Bengaluru,2015-05-03,Silver,Food,F,98571,20150503,2015,May,India
Bengaluru,2013-11-11,Platinum,Grocery,F,177645,20131111,2013,Nov,India
Bengaluru,2014-12-13,Gold,Grocery,M,64885,20141213,2014,Dec,India
Ahmedabad,2014-06-20,Silver,Grocery,F,218942,20140620,2014,Jun,India
Greater Mumbai,2014-09-03,Signature,Grocery,M,143938,20140903,2014,Sep,India
Bengaluru,2015-04-15,Gold,Entertainment,M,95120,20150415,2015,Apr,India
Greater Mumbai,2015-04-20,Signature,Food,F,50736,20150420,2015,Apr,India
Ahmedabad,2014-05-15,Gold,Bills,F,269192,20140515,2014,May,India
Delhi,2014-09-15,Gold,Food,M,184935,20140915,2014,Sep,India
Delhi,2014-10-17,Platinum,Fuel,F,218760,20141017,2014,Oct,India
Greater Mumbai,2013-10-12,Gold,Food,F,45191,20131012,2013,Oct,India
